	0	1
718	-52.690075	2.9907258
719	-52.38505	1.9477593
720	-50.659607	2.345608
721	-40.924206	5.4531355
722	-39.997993	5.016575
723	-15.784147	10.948567
724	-22.17796	14.496119
725	-22.242151	13.680429
726	-24.209276	13.587319
727	-29.064293	10.977318
728	-30.383003	9.775343
729	-30.70318	7.54931
730	-31.062424	5.98767
731	-32.98646	2.8813844
732	-32.672207	1.4482416
733	-31.5086	0.8338928
734	-33.098137	-21.330645
735	-26.186321	-4.7252636
736	-28.287094	-3.5635989
737	-28.032274	-3.4937289
738	-27.617374	-3.383783
739	-16.20762	2.2802804
740	-14.852433	0.6234497
741	-14.643442	0.13357767
742	-19.560068	9.253013
743	-20.450583	8.650205
744	-22.899	9.183901
745	-22.982294	9.184369
746	-7.1267085	3.8115308
747	-6.7644105	3.6913605
748	10.557533	1.8738713
749	10.866993	1.3573127
750	6.527201	11.104813
751	6.5817146	11.074718
752	7.141452	-6.1928554
753	10.772735	-5.4912515
754	12.877001	-19.11553
755	11.694745	12.877701
756	12.178213	10.464739
757	13.160995	10.461027
758	28.33156	12.2453785
759	27.525248	12.851963
760	25.803968	12.331957
761	22.37651	14.455594
762	22.118002	14.914136
763	21.48773	16.023159
764	21.430553	15.858127
765	31.723368	15.923718
766	66.40786	-15.553612
767	60.718475	3.0872455
768	60.59533	3.1988995
769	65.479454	-12.547045
770	72.55522	-12.540571
771	70.098076	-9.8916855
772	70.8173	-9.865706
773	71.432686	-9.641862
774	84.38306	-5.428534
775	83.66445	-7.0663414
776	83.87949	-7.200521
777	84.56686	-6.9569182
778	85.08357	-6.6194353
779	85.934715	-6.337453
780	93.67927	2.9324768
781	94.131	3.5000188
782	95.1706	4.418428
783	95.52549	5.4328904
784	96.48499	5.833206
785	96.874504	6.102726
786	96.96092	6.577258
787	96.96217	7.428881
788	97.41043	7.312357
789	98.50545	8.852251
790	99.46258	10.583754
791	99.91247	12.2804365
792	99.850136	13.415657
793	98.88988	16.09731
794	98.909164	16.283651
795	98.20369	16.896168
796	97.945915	16.87988
797	97.917656	16.132812
798	98.20653	15.519882
799	98.46048	14.440598
800	98.39038	13.721591
801	96.798096	12.723674
802	96.00768	12.843492
803	95.12131	13.066488
804	95.45092	13.14661
805	99.29366	14.785335
806	98.97092	15.627731
807	98.06584	16.486504
808	97.28149	16.350023
809	96.67354	15.427142
810	96.88006	15.557932
811	96.77551	14.946774
812	96.73178	14.633812
813	96.250595	13.552334
814	96.1539	13.561537
815	95.309296	13.484655
816	94.69576	13.648736
817	94.36049	13.962723
818	94.29936	14.538011
819	94.39113	15.448573
820	94.20564	15.566597
821	94.105446	15.617639
822	93.52617	15.615351
823	91.65798	15.077774
824	90.97576	14.82173
825	90.231094	13.679711
826	89.271454	11.838362
827	89.14013	11.614829
828	89.41137	11.685105
829	86.773476	14.760037
830	86.279915	14.6499605
831	78.3725	6.0957627
832	75.25461	7.2386374
833	68.19784	16.27389
834	67.86031	16.396507
835	67.481155	16.444195
836	40.476482	14.3563595
837	39.87815	14.7638235
838	39.315254	14.839375
839	38.982094	14.750461
840	39.019016	15.418612
841	47.939487	18.765701
842	47.674023	18.522663
843	-1.4226067	14.839824
844	-3.329687	16.126757
845	-3.4005075	16.637917
846	12.647541	2.0828636
847	1.6515685	-4.9278603
848	-23.53138	9.128082
849	-23.947931	9.051414
850	-24.690662	8.6865
851	-24.83724	8.345405
852	-29.597486	4.49873
853	-29.049597	4.619671
854	-26.31644	4.0904555
855	-25.770838	3.7762098
856	-25.269089	3.7422419
857	-24.660412	3.6005776
858	-7.219542	13.389889
859	-7.1488147	14.158669
860	-7.312695	14.646867
861	-7.747066	14.705877
862	-9.122415	14.658436
863	-60.481472	10.841751
864	-61.34001	10.32704
865	-67.35603	9.460383
866	-69.13533	9.029449
867	-68.78474	9.599145
868	-74.195366	19.058624
869	-73.388725	20.034359
870	-72.39095	21.650928
871	-71.6042	23.813152
872	-69.280266	26.793612
873	-66.32315	28.761
874	-64.49835	30.226328
875	-69.71561	35.960106
876	-73.53031	37.184746
877	-75.171906	39.43586
878	-78.51319	30.70822
879	-74.30992	23.8499
880	-80.18505	29.238512
881	-84.559784	26.737316
882	-68.96385	29.795166
883	-63.604164	30.829193
884	-68.70074	37.51835
885	-69.196686	37.02515
886	-73.512085	38.459846
887	-80.37068	37.131783
888	-82.22784	32.425213
889	-82.180016	29.404333
890	-80.42202	27.865135
891	-79.34746	25.527529
892	-67.21882	19.703854
893	-65.749664	20.746552
894	-63.335926	20.683996
895	-62.138557	21.254284
896	-72.24084	18.0092
897	-74.149216	20.7911
898	-72.858826	22.606058
899	-71.39035	25.811506
900	-69.80543	27.481464
901	-67.0006	28.863483
902	-67.651375	32.539482
903	-71.775185	35.485752
904	-75.02761	36.285942
905	-76.57759	36.67773
906	-82.26672	34.289898
907	-79.01477	29.48696
908	-78.902336	28.50005
909	-77.80986	26.535532
910	-78.05906	24.051962
911	-66.39319	21.704334
912	-65.63495	21.389318
913	-63.026806	25.000416
914	-62.313503	24.84682
915	-70.754944	36.944588
916	-71.575676	36.200108
917	-78.89747	35.644176
918	-79.04142	35.650047
919	-82.9121	30.19508
920	-83.49183	28.652796
921	-82.20406	25.994392
922	-80.44536	24.08495
923	-68.16544	16.938519
924	-68.74865	16.41117
925	-64.22585	17.23152
926	-66.21014	9.954338
927	-66.5196	9.277072
928	-67.90306	10.543416
929	-76.47457	3.5259123
930	-70.299	3.4535632
931	-52.339817	8.57941
932	-51.947933	8.353188
933	-50.289463	7.258721
934	-49.459843	7.2675724
935	-46.562004	3.4186103
936	-46.91826	3.3797414
937	-47.43532	3.741837
938	-53.60389	2.8906205
939	-53.606323	2.87965
940	-38.787384	-0.08093942
941	-38.524178	0.07828113
942	-17.592218	3.7554753
943	-15.438214	6.511726
944	-15.304614	7.6596804
945	-16.053415	8.968119
946	-19.340958	9.352733
947	-21.369238	9.603433
948	-21.406221	9.419616
949	19.693375	15.820964
950	19.537594	15.45648
951	19.133966	14.900656
952	29.003344	13.775569
953	29.225895	13.138009
954	29.00388	12.49841
955	25.860088	10.609454
956	23.610159	7.6300607
957	40.28473	0.784981
958	50.07418	5.4678125
959	48.59285	6.7383738
960	49.008045	7.7333894
961	48.885036	9.605843
962	48.804565	10.467236
963	48.530712	10.55879
964	48.17046	10.690981
965	40.430702	6.411501
966	47.35825	10.951725
967	39.000862	8.092943
968	37.27436	7.947234
969	26.662191	0.005693064
970	23.396881	0.09013214
971	16.89992	8.394609
972	17.374256	7.935933
973	17.087902	8.179113
974	17.292109	8.008115
975	17.465788	8.282379
976	17.608644	8.626573
977	17.961584	8.705643
978	35.259815	-2.8969085
979	35.970905	-3.7998452
980	40.49907	-5.3038235
981	30.751242	4.4566493
982	-8.272343	-15.500644
983	-7.813027	-15.474374
984	-6.1414814	-15.106086
985	-4.4025116	-14.541752
986	-4.6666913	-14.720528
987	-6.605024	-11.984384
988	-6.4492383	-11.444598
989	1.0334088	-9.908237
990	-0.12003921	-9.240718
991	-1.7937994	-8.729598
992	-1.8797017	-8.574681
993	-4.733875	-20.048801
994	-4.9105196	-19.921839
995	-4.6408725	-18.184505
996	-2.7511961	-4.9757495
997	-3.2297306	-13.281846
998	-1.5465202	-12.317848
999	-0.74302036	-12.105695
1000	-0.4001779	-12.525842
1001	0.7699502	-12.610896
1002	2.6594632	-15.548329
1003	1.4230995	-19.449646
1004	1.2701731	-18.740522
1005	0.5978789	-18.97251
1006	2.134029	-16.498842
1007	0.5770055	-15.002948
1008	0.46709582	-15.3047695
1009	-2.5319316	-20.628935
1010	-4.975967	-23.689371
1011	-7.3855586	-25.649513
1012	-9.429327	-24.093605
1013	-10.859202	-23.187822
1014	-13.610799	-18.54308
1015	-18.502	-20.726606
1016	-18.455853	-19.829863
1017	-18.013094	-18.964815
1018	-17.825996	-18.59689
1019	-11.224593	-25.49898
1020	-12.70742	-25.046703
1021	-13.543624	-24.535286
1022	-21.790705	-16.930777
1023	-21.764694	-14.687759
1024	-20.423843	-18.84037
1025	-20.389738	-18.886791
1026	-21.11137	-18.901464
1027	-24.203762	-17.309149
1028	-12.895255	-25.64236
1029	-13.705135	-25.288412
1030	-27.074516	-20.66496
1031	-22.89729	-18.10788
1032	-21.837877	-20.930878
1033	-21.203108	-20.604816
1034	-21.837938	-20.319126
1035	-24.391266	-21.673637
1036	-26.438091	-23.840399
1037	-28.54577	-25.47913
1038	-28.9502	-24.836533
1039	-32.269184	-18.202398
1040	-31.12202	-17.640663
1041	-29.92381	-20.38023
1042	-30.07704	-20.28905
1043	-31.098791	-20.15117
1044	-31.544998	-21.184969
1045	-33.90113	-20.246155
1046	-32.455723	-16.485697
1047	-32.751755	-14.242864
1048	-33.077545	-13.557739
